:@computed_region_csmy_5jwy,:@computed_region_f3tr_pr43,:@computed_region_nwen_78xc,address,city,county_name,effectiveness_of_care_national_comparison,effectiveness_of_care_national_comparison_footnote,efficient_use_of_medical_imaging_national_comparison,efficient_use_of_medical_imaging_national_comparison_footnote,emergency_services,hospital_name,hospital_overall_rating,hospital_overall_rating_footnote,hospital_ownership,hospital_type,location,location_address,location_city,location_state,location_zip,meets_criteria_for_meaningful_use_of_ehrs,mortality_national_comparison,mortality_national_comparison_footnote,patient_experience_national_comparison,patient_experience_national_comparison_footnote,phone_number,phone_number_type,provider_id,readmission_national_comparison,readmission_national_comparison_footnote,safety_of_care_national_comparison,safety_of_care_national_comparison_footnote,state,timeliness_of_care_national_comparison,timeliness_of_care_national_comparison_footnote,zip_code
39,2111,2111,2986 KATE BOND RD,BARTLETT,SHELBY,Same as the national average,,Same as the national average,,TRUE,SAINT FRANCIS BARTLETT MEDICAL CENTER,3,,Proprietary,Acute Care Hospitals,POINT (-89.802347 35.207034),2986 KATE BOND RD,BARTLETT,TN,,TRUE,Below the national average,,Same as the national average,,9018207050,,440228,Same as the national average,,Above the national average,,TN,Below the national average,,38133
34,140,140,1900 SILVER CROSS BLVD,NEW LENOX,WILL,Same as the national average,,Same as the national average,,TRUE,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,4,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-87.986049 41.54543),1900 SILVER CROSS BLVD,NEW LENOX,IL,,TRUE,Above the national average,,Above the national average,,8153001100,,140213,Below the national average,,Above the national average,,IL,Same as the national average,,60451
2,444,444,640 PARK AVE,SHELBY,TOOLE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,MARIAS MEDICAL CENTER,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Local,Critical Access Hospitals,POINT (-111.850493 48.509619),640 PARK AVE,SHELBY,MT,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,4064343200,,271328,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,MT,Not Available,Results are not available for this reporting period,59474
48,2561,2561,454 ENTERPRISE DRIVE,ROYERSFORD,MONTGOMERY,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,FALSE,PHYSICIAN'S CARE SURGICAL HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Physician,Acute Care Hospitals,POINT (-75.553707 40.216786),454 ENTERPRISE DRIVE,ROYERSFORD,PA,,TRUE,Not Available,Results are not available for this reporting period,Above the national average,,6104954793,,390324,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,PA,Not Available,Results are not available for this reporting period,19468
50,1345,1345,3990 JOHN R STREET,DETROIT,WAYNE,Same as the national average,,Below the national average,,TRUE,HARPER UNIVERSITY HOSPITAL,2,,Proprietary,Acute Care Hospitals,POINT (-83.057892 42.351375),3990 JOHN R STREET,DETROIT,MI,,TRUE,Above the national average,,Below the national average,,3137456211,,230104,Below the national average,,Below the national average,,MI,Same as the national average,,48201
48,2455,2455,320 EAST NORTH AVENUE,PITTSBURGH,ALLEGHENY,Below the national average,,Same as the national average,,TRUE,ALLEGHENY GENERAL HOSPITAL,1,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-80.003249 40.456149),320 EAST NORTH AVENUE,PITTSBURGH,PA,,TRUE,Same as the national average,,Below the national average,,4123593131,,390050,Below the national average,,Below the national average,,PA,Below the national average,,15212
2,2279,2279,2600 WILSON ST,MILES CITY,CUSTER,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,HOLY ROSARY HEALTHCARE,3,,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-105.827837 46.397355),2600 WILSON ST,MILES CITY,MT,,TRUE,Same as the national average,,Same as the national average,,4062332600,,271347,Same as the national average,,Not Available,Results are not available for this reporting period,MT,Above the national average,,59301
35,1853,1853,1808 SHERMAN DR,PRINCETON,GIBSON,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,GIBSON GENERAL HOSPITAL,3,,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-87.589559 38.360231),1808 SHERMAN DR,PRINCETON,IN,,TRUE,Same as the national average,,Not Available,Results are not available for this reporting period,8123853401,,151319,Same as the national average,,Not Available,Results are not available for this reporting period,IN,Same as the national average,,47670
25,1859,1859,795 MIDDLE STREET,FALL RIVER,BRISTOL,Same as the national average,,Same as the national average,,TRUE,SAINT ANNE'S HOSPITAL,4,,Proprietary,Acute Care Hospitals,POINT (-71.163642 41.693321),795 MIDDLE STREET,FALL RIVER,MA,,TRUE,Above the national average,,Above the national average,,5086745600,,220020,Below the national average,,Above the national average,,MA,Same as the national average,,2721
48,2498,2498,1001 PINE STREET,RENOVO,CLINTON,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,BUCKTAIL MEDICAL CENTER,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Voluntary non-profit - Private,Critical Access Hospitals,POINT (-77.737445 41.326938),1001 PINE STREET,RENOVO,PA,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,5709231000,,391304,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,PA,Above the national average,,17764
,3007,3007,101 NORTH MAIN STREET,COUPEVILLE,ISLAND,Same as the national average,,Same as the national average,,TRUE,WHIDBEYHEALTH MEDICAL CENTER,3,,Government - Hospital District or Authority,Critical Access Hospitals,POINT (-122.686123 48.214271),101 NORTH MAIN STREET,COUPEVILLE,WA,,TRUE,Same as the national average,,Same as the national average,,3606785151,,501339,Same as the national average,,Not Available,Results are not available for this reporting period,WA,Same as the national average,,98239
45,426,426,11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,WASHINGTON,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,MERITUS MEDICAL CENTER,Not Available,Data suppressed by CMS for one or more quarters,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-77.683344 39.623764),11116 MEDICAL CAMPUS ROAD,HAGERSTOWN,MD,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,2403139500,,210001,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,MD,Not Available,Results are not available for this reporting period,21742
50,366,366,5301 E HURON RIVER DR,ANN ARBOR,WASHTENAW,Same as the national average,,Same as the national average,,TRUE,ST JOSEPH MERCY HOSPITAL,2,,Voluntary non-profit - Church,Acute Care Hospitals,POINT (-83.659819 42.261803),5301 E HURON RIVER DR,ANN ARBOR,MI,,TRUE,Above the national average,,Above the national average,,7347123456,,230156,Below the national average,,Below the national average,,MI,Below the national average,,48106
13,3177,3177,380 WEST 100 NORTH,MONTICELLO,SAN JUAN,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,SAN JUAN HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Local,Critical Access Hospitals,POINT (-109.344629 37.877866),380 WEST 100 NORTH,MONTICELLO,UT,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,4355872116,,461308,Same as the national average,,Not Available,Results are not available for this reporting period,UT,Not Available,Results are not available for this reporting period,84535
19,466,466,1715  26TH ST,CENTRAL CITY,MERRICK,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,MERRICK MEDICAL CENTER,3,,Government - Local,Critical Access Hospitals,POINT (-98.002652 41.10661),1715 26TH ST,CENTRAL CITY,NE,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,3089463015,,281328,Same as the national average,,Not Available,Results are not available for this reporting period,NE,Same as the national average,,68826
23,3060,3060,11100 SHADOW CREEK PARKWAY,PEARLAND,BRAZORIA,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,PEARLAND MEDICAL CENTER,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Proprietary,Acute Care Hospitals,POINT (-95.391911 29.579994),11100 SHADOW CREEK PARKWAY,PEARLAND,TX,,TRUE,Not Available,Results are not available for this reporting period,Same as the national average,,7137707000,,670106,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TX,Same as the national average,,77584
9,1399,1399,602 N 6TH W ST,CHEYENNE WELLS,CHEYENNE,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,KEEFE MEMORIAL HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Acute Care Hospitals,POINT (-102.355583 38.825887),602 N 6TH W ST,CHEYENNE WELLS,CO,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,7197675661,,60043,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,CO,Same as the national average,,80810
23,2919,2919,10864 TEXAS HEALTH TRAIL,FORT WORTH,TARRANT,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,4,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-97.309987 32.931717),10864 TEXAS HEALTH TRAIL,FORT WORTH,TX,,TRUE,Same as the national average,,Same as the national average,,6822122000,,670085,Same as the national average,,Same as the national average,,TX,Same as the national average,,76244
8,1174,1174,2701 S BRISTOL ST,SANTA ANA,ORANGE,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,SOUTH COAST GLOBAL MEDICAL CENTER,2,,Proprietary,Acute Care Hospitals,POINT (-117.88541 33.710682),2701 S BRISTOL ST,SANTA ANA,CA,,TRUE,Not Available,Results are not available for this reporting period,Below the national average,,7147545454,,50747,Same as the national average,,Same as the national average,,CA,Same as the national average,,92704
,,,CARR 2 BO SABALOS,MAYAGUEZ,MAYAGUEZ,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Proprietary,Acute Care Hospitals,,CARR 2 BO SABALOS,MAYAGUEZ,PR,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,7876529200,,400103,Same as the national average,,Not Available,Results are not available for this reporting period,PR,Not Available,Results are not available for this reporting period,682
15,999,999,2801 MEDICAL CENTER DRIVE,POCAHONTAS,RANDOLPH,Same as the national average,,Not Available,Results are not available for this reporting period,TRUE,FIVE RIVERS MEDICAL CENTER,3,,Voluntary non-profit - Private,Acute Care Hospitals,POINT (-90.996334 36.289911),2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,,TRUE,Same as the national average,,Not Available,Results are not available for this reporting period,8708926000,,40047,Same as the national average,,Not Available,Results are not available for this reporting period,AR,Above the national average,,72455
6,2956,2956,503 EAST HIGHLAND,CHELAN,CHELAN,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,TRUE,LAKE CHELAN COMMUNITY HOSPITAL,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Government - Hospital District or Authority,Critical Access Hospitals,POINT (-120.010511 47.845139),503 EAST HIGHLAND,CHELAN,WA,,TRUE,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,5096823300,,501334,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,WA,Same as the national average,,98816
